accepter_id,requester_id,time
639,236,2016-04-08 06:00:15
54,236,2015-06-27 13:56:43
185,236,2016-09-27 15:44:39
422,236,2016-07-06 11:00:13
503,236,2014-03-30 14:03:06
541,236,2016-05-19 22:40:52
260,236,2014-10-20 17:22:51
97,236,2016-05-11 14:18:53
69,236,2017-05-14 16:51:50
977,237,2015-07-18 03:47:16
745,237,2014-04-19 05:04:46
840,237,2014-04-28 21:38:41
635,237,2016-07-28 04:48:02
51,237,2016-02-02 12:20:11
200,237,2016-06-12 00:04:36
648,237,2016-09-26 15:49:11
140,237,2015-07-09 15:07:49
930,237,2017-09-14 23:39:28
630,237,2014-04-11 23:05:50
986,237,2016-03-13 06:24:44
722,237,2015-06-30 23:56:13
571,237,2016-10-29 06:32:29
459,237,2017-07-13 06:34:27
741,237,2016-01-20 20:15:42
882,237,2016-07-10 22:52:28
45,237,2017-01-02 08:22:18
292,237,2016-09-13 06:10:17
352,237,2017-03-05 22:10:50
924,237,2014-07-17 21:45:19
268,237,2017-02-06 04:37:09
566,237,2015-10-22 03:08:35
598,237,2017-04-11 07:55:28
621,237,2014-10-02 13:57:38
585,237,2015-04-05 06:34:04
737,237,2017-04-29 17:28:39
738,238,2017-02-21 03:20:41
52,238,2016-04-15 06:12:27
500,238,2017-05-04 18:33:13
100,238,2014-10-22 07:43:33
108,238,2017-06-18 23:19:53
876,238,2016-04-02 16:42:47
924,238,2017-10-02 12:06:17
384,238,2014-10-11 18:17:32
461,238,2014-06-23 17:42:12
427,238,2016-01-20 07:36:33
71,238,2014-10-14 18:29:05
540,238,2015-08-19 20:41:00
702,238,2015-02-28 19:38:48
865,238,2015-06-29 00:18:22
493,239,2016-04-28 16:16:20
790,239,2017-02-15 11:28:02
766,239,2017-03-28 13:28:00
6,239,2015-07-06 04:38:25
870,239,2017-09-07 14:37:11
12,239,2017-07-26 09:48:50
85,239,2014-12-08 14:47:47
570,239,2017-11-27 02:36:56
343,239,2014-02-14 21:28:06
657,239,2016-11-27 15:14:32
381,239,2017-08-10 23:15:15
361,239,2014-03-24 18:21:26
180,239,2016-12-30 17:50:46
465,239,2015-03-15 19:49:31
326,239,2015-06-08 14:03:46
710,239,2016-01-01 06:27:55
720,239,2016-01-02 05:36:33
811,239,2015-11-14 12:52:02
250,239,2014-09-23 02:30:00
313,239,2016-02-13 09:20:30
190,239,2017-03-16 00:12:27
599,239,2016-01-21 03:34:57
117,239,2015-05-12 08:19:05
398,239,2016-06-16 10:32:54
58,240,2016-04-28 08:49:27
263,240,2017-07-26 18:52:25
824,240,2015-12-17 15:41:27
135,240,2016-07-09 03:10:07
632,240,2014-09-04 14:37:35
672,240,2016-01-11 23:17:20
489,240,2014-02-14 00:21:05
257,240,2016-06-01 13:51:48
557,240,2016-07-26 23:36:10
65,240,2014-11-01 05:45:55
654,240,2016-05-03 06:39:12
18,240,2015-11-30 21:56:32
876,240,2015-08-23 09:49:08
922,240,2014-09-13 00:08:16
826,240,2016-07-10 18:47:38
194,240,2015-10-31 19:11:55
595,240,2014-10-23 01:53:12
691,240,2017-06-10 22:54:59
108,240,2014-07-08 11:42:01
265,240,2015-05-08 18:55:55
828,240,2016-11-11 09:30:42
386,240,2016-08-06 04:54:50
790,240,2016-11-22 20:17:53
458,240,2014-03-19 18:00:56
642,240,2016-08-31 16:20:31
973,240,2016-01-08 13:33:18
721,241,2017-09-18 03:14:02
945,241,2016-07-08 08:47:39
595,241,2015-06-23 23:19:31
725,241,2014-02-08 05:42:14
484,241,2016-12-16 13:34:09
62,241,2015-01-28 19:52:42
507,241,2015-08-11 04:41:12
416,241,2014-09-29 12:19:51
366,241,2016-03-03 11:21:45
203,241,2014-02-19 22:00:04
61,241,2015-01-15 12:33:11
191,241,2017-05-23 15:39:38
824,241,2014-02-26 10:07:26
766,241,2017-02-22 18:00:04
674,242,2015-11-23 21:50:42
207,242,2014-11-16 02:19:59
330,242,2017-10-28 02:47:32
855,242,2015-11-12 17:37:21
708,242,2015-09-29 12:13:15
555,242,2017-11-30 22:37:52
256,242,2015-05-10 07:02:36
28,242,2016-06-25 22:53:57
457,242,2017-02-21 10:44:44
127,242,2016-12-30 11:24:33
235,242,2015-08-20 14:11:56
190,242,2016-10-22 21:44:30
705,242,2016-02-26 15:44:33
671,242,2017-01-04 07:04:32
710,242,2017-03-12 09:00:45
668,242,2017-09-26 04:35:02
589,242,2014-10-07 18:47:06
868,242,2015-06-10 23:28:04
937,243,2014-01-21 18:16:01
827,243,2015-07-31 14:28:19
175,243,2015-09-24 16:23:57
49,243,2017-03-23 00:35:09
897,243,2016-09-29 11:35:37
750,243,2017-11-24 19:04:32
265,243,2016-11-03 07:12:25
972,243,2017-03-12 01:22:34
988,243,2017-06-27 11:24:41
518,243,2015-06-03 03:24:44
660,243,2015-08-25 05:23:11
935,243,2016-02-10 17:13:27
453,243,2016-05-14 05:48:40
477,243,2017-04-17 21:57:35
25,243,2014-10-08 19:31:32
886,243,2017-02-14 02:58:15
17,243,2017-03-17 15:23:03
941,243,2015-12-24 15:54:01
558,243,2016-10-19 18:14:54
849,243,2014-12-23 02:52:37
501,243,2014-07-09 03:08:44
249,243,2017-07-02 10:10:07
847,243,2017-02-13 12:24:44
253,243,2017-09-19 03:40:58
179,243,2014-04-10 15:25:49
565,243,2017-03-06 01:26:10
466,243,2016-01-01 16:14:27
197,244,2017-02-17 13:13:19
668,244,2017-01-30 18:28:40
885,244,2014-02-15 21:31:17
369,244,2017-06-04 12:20:11
231,244,2017-12-24 12:48:12
845,244,2016-12-04 10:58:46
429,244,2016-06-28 07:45:21
598,244,2015-06-08 10:29:08
549,244,2017-11-19 14:43:15
273,244,2015-02-28 16:05:59
186,244,2016-12-13 13:12:35
569,244,2015-05-11 02:34:05
617,244,2016-06-10 01:27:25
538,244,2017-12-05 13:40:35
635,244,2015-08-30 11:12:54
35,244,2015-02-26 02:05:14
462,244,2016-06-21 16:16:31
154,244,2014-06-28 13:43:30
63,244,2016-08-08 07:26:49
822,244,2017-05-03 04:43:12
847,244,2014-03-16 11:16:07
605,244,2016-04-08 20:49:07
440,244,2015-02-03 00:22:55
97,244,2016-09-15 05:17:03
727,244,2017-11-22 10:03:13
1,244,2015-09-08 00:40:04
921,245,2014-03-26 00:32:58
221,245,2016-03-09 15:42:38
66,245,2014-09-19 01:30:45
605,245,2017-12-15 02:41:30
886,245,2015-03-25 08:00:37
966,245,2017-08-07 11:10:50
513,245,2015-08-29 12:54:21
393,245,2015-09-24 20:40:20
729,245,2014-12-01 14:47:02
826,245,2015-07-19 05:44:27
38,245,2015-11-17 09:13:13
1,245,2016-04-19 23:59:38
226,245,2015-10-13 12:22:58
161,245,2015-10-27 13:38:28
814,245,2014-07-20 11:24:36
947,245,2017-01-23 22:26:22
227,245,2015-11-07 10:18:29
348,245,2016-08-17 07:24:52
137,245,2017-05-29 16:33:03
834,245,2014-06-10 06:35:58
817,245,2016-02-22 21:53:39
601,245,2015-05-24 10:37:48
149,245,2016-11-20 20:49:35
412,245,2016-04-27 02:01:57
850,245,2017-03-27 18:41:53
187,245,2016-11-13 09:31:06
386,245,2014-08-17 06:02:45
14,245,2017-10-26 13:21:09
967,245,2014-12-30 04:28:06
30,245,2014-08-11 14:28:20
559,246,2014-11-15 17:04:53
742,246,2017-12-22 04:25:44
225,246,2016-08-12 15:17:20
468,246,2016-08-06 10:19:40
129,246,2017-01-28 23:04:24
745,246,2016-10-30 10:15:09
435,246,2017-10-05 00:22:26
218,246,2016-03-18 20:11:58
643,246,2016-06-20 02:44:03
366,246,2014-02-01 19:45:13
871,246,2015-08-14 01:37:24
464,246,2016-03-06 10:33:49
839,246,2016-08-24 05:11:18
117,246,2014-05-03 17:46:57
530,246,2015-11-05 08:12:29
164,246,2014-02-21 14:19:00
691,246,2017-09-20 16:33:52
985,246,2017-10-26 19:23:32
597,246,2016-03-11 11:16:52
483,246,2016-08-25 03:13:01
318,246,2016-10-14 01:58:49
119,246,2017-03-28 04:21:16
257,246,2016-05-02 09:06:24
202,246,2015-04-07 16:46:01
456,246,2015-01-09 18:56:53
121,246,2014-06-16 00:37:03
978,246,2017-03-08 17:41:39
663,246,2017-02-16 10:05:37
146,247,2016-11-28 14:31:19
973,247,2014-05-14 20:58:36
436,247,2017-04-14 05:13:51
684,247,2015-06-06 16:15:39
492,247,2014-12-24 05:38:15
11,247,2014-05-23 13:01:42
279,247,2017-12-23 13:08:17
638,247,2014-08-06 16:07:06
739,247,2017-01-24 03:35:20
134,247,2017-03-20 10:17:18
848,248,2017-02-28 22:05:56
794,248,2015-11-16 04:50:01
621,248,2015-06-20 05:47:14
782,248,2017-08-25 00:46:08
194,248,2017-10-07 01:01:21
845,248,2014-11-04 21:37:42
694,248,2017-10-18 05:44:09
293,248,2015-07-14 08:40:31
243,248,2017-09-17 14:15:27
937,248,2016-04-06 10:47:24
420,248,2014-01-11 07:58:41
549,248,2014-05-02 15:35:31
273,248,2016-06-08 19:28:44
773,248,2014-08-20 09:03:21
3,248,2015-02-05 17:22:23
709,248,2016-12-07 22:58:31
164,248,2015-09-20 18:01:20
284,248,2016-05-06 23:42:41
216,249,2017-04-22 03:12:32
173,249,2015-09-06 23:49:58
824,249,2016-02-04 09:56:42
114,249,2014-03-18 00:35:46
831,249,2016-07-08 03:15:15
885,249,2017-03-06 12:45:18
403,249,2017-07-06 04:54:25
562,249,2015-08-28 07:17:15
865,249,2017-02-14 09:46:46
183,249,2014-10-17 13:28:18
357,249,2015-08-13 22:42:14
893,249,2014-03-17 09:12:40
548,249,2016-10-25 21:13:16
907,249,2016-08-22 05:05:00
202,249,2017-01-07 07:30:03
305,249,2016-08-16 15:12:21
94,249,2017-12-10 20:35:01
803,249,2015-12-28 05:50:02
884,249,2016-03-04 01:41:19
425,249,2015-10-28 09:17:30
885,250,2015-03-14 10:37:00
407,250,2014-07-26 00:35:52
110,250,2016-03-08 13:34:02
265,250,2015-09-29 19:22:17
691,250,2017-04-15 08:05:29
890,250,2017-06-08 23:03:19
889,250,2014-11-07 01:28:51
907,250,2016-09-09 05:18:05
357,250,2017-06-27 22:38:57
323,250,2016-03-28 23:08:30
882,250,2015-11-02 18:15:32
440,250,2015-02-06 04:08:39
906,251,2017-05-18 16:14:16
746,251,2015-12-13 06:17:10
963,251,2014-05-07 20:17:16
762,251,2016-09-05 18:28:23
190,251,2015-02-04 21:23:22
331,251,2014-06-10 11:09:35
57,251,2016-10-04 16:18:16
800,251,2016-06-12 17:14:32
429,251,2016-11-04 20:48:31
446,251,2014-08-04 20:50:08
517,251,2015-09-14 06:34:27
144,251,2015-04-18 18:05:51
123,251,2015-08-15 01:32:05
314,251,2015-07-10 00:26:18
663,251,2015-10-06 04:43:56
707,251,2014-11-23 05:25:05
401,251,2016-09-03 11:02:59
807,251,2014-02-16 14:05:45
897,251,2017-12-17 05:14:13
825,251,2016-01-19 15:39:52
527,251,2015-10-07 18:01:06
302,251,2015-08-02 16:02:01
477,251,2016-03-15 02:46:15
318,251,2017-01-21 04:38:16
987,251,2014-09-01 14:13:40
487,251,2017-01-19 21:08:49
284,251,2016-12-10 08:07:30
315,251,2015-07-30 09:35:29
105,251,2014-07-26 21:50:14
325,252,2016-07-02 17:58:10
590,252,2016-01-14 23:29:22
351,252,2014-11-19 07:57:09
728,252,2017-04-15 03:55:24
110,252,2016-04-18 10:50:27
952,252,2014-06-12 16:34:04
241,252,2016-06-07 08:50:40
676,252,2014-07-03 18:18:54
837,252,2017-06-29 07:49:24
544,252,2015-12-25 16:47:04
874,252,2016-01-12 12:00:52
533,252,2014-09-18 12:38:34
562,252,2015-01-12 10:18:43
895,252,2017-03-31 13:55:02
228,252,2015-07-04 14:56:35
158,252,2017-06-28 20:43:29
50,252,2015-10-22 15:29:56
303,252,2015-09-03 06:57:52
286,252,2015-07-29 12:40:37
163,252,2016-06-28 13:13:00
949,252,2016-10-04 08:50:40
821,252,2014-01-22 00:20:29
334,252,2015-10-07 13:18:04
840,252,2014-01-09 10:59:33
213,253,2014-07-16 03:02:45
579,253,2015-05-16 00:39:23
405,253,2014-01-17 23:29:55
920,253,2014-01-21 19:00:39
648,253,2014-10-22 10:46:19
572,253,2014-10-29 16:02:06
225,253,2014-08-26 06:02:41
730,253,2016-09-28 10:01:26
656,253,2014-06-27 21:44:13
525,253,2015-10-10 12:00:46
935,253,2017-01-03 20:09:46
572,254,2017-02-02 22:47:16
608,254,2016-07-16 20:08:44
900,254,2015-11-03 21:53:59
449,254,2014-03-05 18:16:19
957,254,2015-02-01 10:34:47
329,254,2014-06-14 19:56:35
783,254,2016-09-24 19:47:32
81,254,2016-04-05 22:46:21
711,254,2014-02-15 18:23:47
570,254,2017-01-12 03:26:44
436,254,2017-12-08 06:42:46
537,254,2015-12-28 14:36:50
112,254,2017-05-16 04:40:01
98,254,2015-05-17 15:21:59
694,254,2015-09-08 21:06:40
688,254,2017-08-18 04:52:27
756,254,2017-05-26 08:43:17
843,254,2017-09-01 10:31:54
369,254,2014-10-25 21:38:16
135,254,2015-12-11 23:38:50
52,255,2014-03-14 02:04:15
486,255,2015-10-26 04:49:28
351,255,2016-06-30 18:50:29
264,255,2016-11-24 18:37:42
207,255,2017-03-11 16:10:33
887,255,2016-08-17 05:49:30
180,256,2014-06-03 23:40:08
374,256,2014-06-10 19:05:26
633,256,2015-10-29 13:06:36
992,256,2014-12-30 07:51:51
237,256,2015-11-20 19:21:03
875,256,2015-08-28 07:23:11
807,256,2016-03-04 23:26:00
842,256,2015-11-02 05:29:27
862,256,2014-06-20 21:40:16
33,256,2016-11-25 21:51:02
636,256,2014-12-12 19:02:00
887,256,2017-07-22 14:23:13
640,256,2016-07-23 22:53:14
37,256,2017-04-27 13:08:05
242,256,2015-04-05 05:58:15
106,256,2014-01-31 18:40:35
771,257,2017-01-08 20:14:37
688,257,2017-09-10 00:19:09
210,257,2015-01-10 10:11:06
38,257,2016-06-11 23:17:09
652,257,2016-05-30 05:54:57
438,257,2016-03-08 00:23:38
235,257,2016-12-24 22:46:20
507,257,2016-06-06 17:49:44
606,257,2017-01-30 01:04:46
371,257,2017-08-15 04:12:39
835,257,2015-07-22 13:32:24
109,258,2016-07-29 02:25:34
438,258,2014-07-17 09:51:53
576,258,2017-04-11 07:50:58
955,258,2014-03-11 07:13:08
727,258,2015-03-12 15:19:06
498,258,2016-11-07 06:43:49
361,258,2015-05-07 01:53:58
375,258,2014-07-13 21:10:27
641,258,2015-07-01 00:14:54
501,258,2015-06-10 16:18:30
520,258,2017-11-19 00:49:39
455,258,2016-09-03 08:27:36
49,258,2014-04-25 05:30:42
575,258,2016-03-30 11:41:33
374,258,2017-02-28 09:30:36
136,258,2016-05-12 08:51:00
296,258,2014-09-22 12:37:25
911,258,2014-01-04 19:22:25
718,258,2016-03-30 03:54:47
912,258,2017-09-19 14:38:58
388,258,2017-04-05 11:11:23
738,258,2015-10-08 11:53:43
458,258,2014-05-21 08:15:33
99,258,2015-05-14 20:30:31
717,258,2014-07-28 19:04:29
110,258,2016-11-26 13:44:01
611,259,2014-01-04 05:25:33
878,259,2017-02-27 05:09:07
63,259,2017-02-21 16:24:18
820,259,2015-01-05 18:16:35
126,259,2016-09-27 12:58:19
370,259,2016-09-29 09:27:04
954,259,2017-05-21 11:39:12
799,259,2016-12-31 12:44:29
384,259,2015-05-31 09:02:39
372,259,2015-05-09 19:07:50
350,259,2014-12-28 14:55:44
346,259,2017-05-07 21:54:29
473,259,2015-02-24 23:22:50
499,259,2017-03-17 09:13:16
833,259,2015-06-20 09:38:21
882,259,2017-05-17 08:19:19
120,259,2015-07-23 05:16:49
347,259,2017-08-11 01:44:17
392,259,2014-11-19 12:03:23
481,259,2017-07-15 08:04:42
234,259,2017-11-20 17:27:08
118,259,2014-01-15 00:40:09
852,260,2014-11-22 12:52:21
456,260,2014-11-15 11:24:46
792,260,2017-05-04 11:40:36
834,260,2017-08-31 21:36:31
400,260,2014-10-13 02:06:58
802,260,2015-04-12 08:25:36
484,260,2014-03-31 14:41:50
701,260,2015-06-21 09:39:00
297,260,2014-08-09 00:25:37
398,260,2014-08-23 02:58:42
846,260,2016-02-03 14:04:57
979,260,2014-08-08 21:07:07
540,260,2016-05-02 03:42:24
804,260,2014-10-16 13:01:35
463,260,2014-09-07 11:10:19
651,260,2015-12-31 00:53:48
327,260,2015-01-03 07:00:00
629,260,2017-02-21 03:54:03
127,260,2015-11-07 19:02:31
19,260,2017-06-16 23:20:07
673,260,2014-01-26 13:49:19
78,260,2014-11-05 02:33:48
488,260,2015-10-26 02:59:49
347,260,2014-05-27 12:56:21
460,260,2017-10-20 21:36:49
986,260,2015-08-22 07:33:53
182,260,2014-01-06 07:59:11
486,260,2017-10-07 13:28:21
321,260,2015-12-28 05:18:36
178,260,2017-10-24 03:31:19
214,261,2015-07-13 02:30:46
300,261,2016-09-05 08:26:09
507,261,2017-04-02 12:12:07
325,261,2015-02-02 23:45:24
900,261,2015-12-08 19:59:10
958,261,2016-10-19 18:34:55
475,261,2015-04-13 01:35:07
994,261,2015-11-22 10:12:26
202,261,2016-11-12 01:12:51
637,261,2017-03-02 01:34:50
45,261,2014-09-16 19:32:38
986,261,2016-03-31 04:30:59
598,261,2017-04-09 21:34:26
191,261,2017-08-17 09:37:05
555,261,2017-12-20 16:12:04
132,261,2015-09-16 16:24:54
171,261,2017-08-14 07:26:20
766,261,2015-01-23 22:49:30
857,261,2015-09-30 05:50:44
859,261,2014-09-07 04:55:04
430,261,2016-08-02 15:55:51
777,261,2014-12-04 08:33:07
46,261,2014-10-08 21:43:05
679,261,2014-02-16 17:55:20
105,262,2015-04-15 07:52:27
639,262,2015-07-29 18:19:27
416,262,2017-01-01 13:58:27
40,262,2014-01-22 19:19:52
66,262,2016-01-05 14:37:58
159,262,2016-03-09 15:47:49
918,262,2017-03-24 00:14:44
278,262,2017-08-20 14:39:32
148,262,2015-08-10 12:21:58
655,263,2017-07-10 17:03:21
375,263,2014-02-21 14:38:12
383,263,2016-12-09 19:05:23
366,263,2015-05-30 19:35:59
275,263,2015-10-26 04:56:53
337,264,2015-01-24 13:16:03
642,264,2015-05-01 06:02:18
177,264,2014-11-03 01:17:51
510,264,2015-02-02 17:06:20
715,264,2016-01-03 01:01:10
683,264,2014-09-29 04:05:57
69,264,2015-12-07 16:39:15
548,265,2016-05-28 23:09:18
612,265,2014-01-19 20:03:46
747,265,2014-03-06 04:31:10
125,265,2017-03-23 04:22:09
167,265,2015-12-20 12:22:17
121,265,2016-10-02 03:34:10
132,265,2015-08-03 16:31:18
600,265,2015-10-08 13:01:19
151,265,2014-12-20 23:35:00
253,265,2014-03-24 09:17:44
273,265,2015-10-28 03:18:05
634,265,2014-09-26 01:09:46
668,266,2014-07-11 03:17:28
706,266,2016-07-31 20:26:54
966,266,2014-08-15 10:20:04
992,266,2017-12-08 22:52:48
122,266,2014-05-13 18:46:10
843,266,2015-12-20 14:53:31
13,266,2016-06-04 01:52:54
975,266,2016-11-28 18:01:52
210,266,2017-10-26 03:28:58
538,266,2014-01-07 06:57:03
202,266,2014-02-25 17:04:27
759,266,2017-12-27 05:02:56
291,266,2015-12-14 17:28:01
88,266,2017-02-06 20:48:16
657,266,2016-06-01 21:25:03
396,266,2017-02-19 01:55:29
234,266,2015-08-11 22:48:31
27,266,2017-12-02 14:53:25
246,266,2017-11-15 22:30:47
786,266,2016-09-20 08:11:54
353,266,2015-06-21 22:56:15
107,266,2015-03-27 18:48:01
933,267,2014-10-05 02:39:23
69,267,2014-10-24 00:50:30
777,267,2014-12-29 22:35:06
196,267,2015-08-18 01:43:37
394,267,2014-03-31 14:40:39
244,267,2015-01-04 18:39:36
442,267,2014-11-18 23:23:16
219,267,2015-05-30 05:28:56
17,267,2016-10-19 04:42:15
639,267,2016-05-04 00:06:33
480,267,2015-03-21 11:16:56
822,267,2014-01-10 07:28:21
119,267,2017-09-14 03:07:39
371,267,2016-10-20 17:40:03
674,267,2017-02-12 03:45:27
57,267,2016-03-09 17:12:23
950,267,2017-07-31 06:42:33
251,267,2016-05-20 22:29:34
671,267,2015-05-07 23:21:23
591,268,2017-12-07 16:54:24
5,268,2017-04-29 10:39:14
7,268,2017-01-24 08:17:11
40,268,2016-08-28 12:45:17
289,268,2014-05-10 17:42:36
867,268,2017-12-15 03:21:33
549,268,2014-01-05 03:29:05
327,268,2016-02-16 20:32:30
4,268,2014-04-06 16:40:00
908,268,2017-05-11 19:20:07
436,268,2017-04-29 12:25:39
848,268,2014-08-04 13:40:04
585,268,2015-09-08 18:49:28
204,268,2017-07-21 15:33:04
429,268,2017-08-11 17:58:56
617,268,2014-01-13 14:33:21
773,269,2016-11-10 00:22:52
174,269,2017-01-16 16:18:12
547,269,2016-06-07 13:42:21
419,269,2016-03-05 06:11:07
227,269,2014-08-02 03:18:39
645,270,2014-11-01 13:46:44
169,270,2016-02-02 07:42:15
613,270,2016-10-31 18:56:22
747,270,2015-08-17 19:29:27
168,270,2016-12-02 10:57:49
743,270,2014-09-30 17:46:22
40,270,2015-01-15 14:58:22
218,270,2014-02-01 13:13:05
820,270,2015-07-31 15:29:13
944,270,2014-09-26 00:12:13
376,270,2016-09-27 16:02:31
178,270,2015-11-13 17:30:08
942,270,2015-03-24 06:29:58
385,270,2015-10-11 08:26:23
204,270,2014-02-07 12:21:33
906,270,2016-05-31 11:23:17
624,270,2015-09-25 18:10:37
433,270,2014-11-15 18:57:39
575,270,2015-02-13 07:15:46
445,270,2016-02-24 14:51:20
898,271,2016-08-14 13:35:43
471,271,2015-01-03 01:37:38
747,271,2015-05-08 19:03:13
408,271,2014-06-13 10:52:45
125,271,2015-05-13 14:59:20
978,271,2016-07-17 16:22:15
842,271,2014-04-14 08:47:01
518,271,2016-12-19 03:46:18
558,271,2015-10-03 01:29:14
571,271,2017-12-03 04:15:51
385,271,2015-11-18 10:57:46
906,271,2014-08-04 11:29:25
693,271,2014-08-20 03:28:05
867,271,2016-02-21 12:40:33
381,271,2016-09-22 10:41:50
394,271,2016-02-11 04:16:26
602,271,2014-05-09 12:58:24
535,271,2017-06-26 10:57:15
960,271,2015-03-02 12:07:46
265,271,2014-03-25 07:58:14
442,271,2015-07-25 22:44:18
419,271,2014-06-13 07:47:30
791,271,2014-06-11 01:51:50
462,271,2016-08-09 03:01:35
472,271,2015-03-06 07:15:35
925,271,2014-04-17 19:10:03
778,271,2017-12-18 08:12:43
618,271,2017-07-17 13:27:05
645,272,2014-01-04 09:57:41
721,272,2017-11-11 20:06:45
925,272,2015-05-29 17:21:52
165,272,2014-07-03 15:21:56
79,272,2015-11-27 16:39:47
499,272,2017-06-10 20:45:59
360,272,2015-03-21 17:34:47
826,272,2016-11-15 22:04:59
915,272,2017-04-18 07:37:13
470,272,2014-07-14 04:55:06
232,272,2015-11-21 20:00:59
386,272,2015-02-18 12:50:18
891,272,2014-06-20 03:56:23
511,272,2016-08-23 11:39:48
264,272,2014-10-05 06:47:31
341,272,2017-09-28 11:47:05
733,272,2016-12-15 15:31:55
215,272,2015-11-17 20:03:54
563,272,2015-09-02 03:23:10
338,272,2014-10-07 05:01:53
439,272,2016-08-28 06:04:30
177,272,2014-04-10 20:24:19
938,272,2014-02-03 13:56:09
270,272,2014-12-14 19:57:25
337,272,2017-05-17 07:47:17
945,272,2015-08-19 16:31:35
52,272,2017-07-12 18:31:26
512,272,2017-01-02 07:31:12
646,273,2017-09-06 18:45:20
637,273,2017-08-07 12:30:54
911,273,2016-08-08 10:28:40
723,273,2014-04-04 13:21:29
969,273,2014-12-30 04:40:33
265,273,2015-01-25 16:37:33
525,273,2017-11-25 16:12:44
597,273,2014-07-05 10:20:45
776,273,2015-11-18 02:34:24
765,273,2015-01-08 05:49:12
35,273,2014-07-20 01:19:46
219,273,2016-09-06 01:18:47
797,273,2016-12-15 08:18:30
564,273,2016-03-01 07:52:14
430,273,2014-05-08 00:42:56
427,273,2015-10-03 02:06:09
623,273,2017-11-09 18:20:13
664,273,2016-06-07 02:13:54
591,273,2016-05-13 09:06:36
15,273,2015-12-19 02:34:32
491,273,2014-10-12 16:34:56
131,273,2016-03-18 08:50:09
497,273,2016-10-27 11:33:56
792,274,2016-03-05 04:28:35
514,274,2015-08-13 07:47:34
250,274,2015-01-16 15:18:19
692,274,2015-11-28 16:44:24
575,274,2014-02-15 12:40:51
32,274,2015-10-09 12:49:20
367,274,2017-08-14 06:48:30
216,274,2015-07-30 03:52:57
805,274,2017-02-14 02:05:53
943,274,2017-07-31 16:54:56
324,274,2014-12-25 23:03:53
734,274,2015-12-26 18:43:55
644,274,2016-12-28 22:36:22
378,274,2016-08-27 15:42:04
635,274,2017-09-28 14:34:32
139,274,2016-01-23 14:11:07
101,274,2016-07-12 05:59:46
562,274,2016-07-29 01:15:22
637,274,2014-05-09 00:27:46
726,274,2016-06-20 11:06:52
655,274,2017-07-30 08:54:09
864,274,2014-10-29 06:30:19
576,274,2016-09-19 05:45:12
747,274,2015-04-24 19:12:35
370,274,2016-12-01 17:04:49
630,274,2016-01-22 23:07:04
131,274,2017-10-05 20:45:29
862,275,2015-11-10 23:17:36
384,275,2016-11-29 17:19:00
52,275,2015-12-01 21:35:52
592,275,2015-01-24 23:04:39
220,275,2016-05-08 02:30:29
514,275,2014-10-03 21:22:32
293,275,2017-08-15 07:38:04
502,275,2017-03-07 00:17:49
178,275,2015-01-14 15:31:26
5,275,2016-10-27 01:01:15
206,275,2017-11-15 06:44:06
46,276,2014-10-07 18:41:17
430,276,2017-10-06 05:24:02
57,276,2014-12-02 19:55:44
328,276,2014-06-15 23:28:43
502,276,2015-07-28 11:49:25
243,276,2015-06-16 21:31:21
854,276,2017-12-28 09:03:20
709,276,2017-03-01 05:15:02
857,276,2015-01-16 01:35:17
840,276,2014-09-28 14:40:07
254,276,2015-09-06 16:09:25
388,276,2017-09-11 03:01:22
25,276,2017-06-22 18:31:17
869,276,2017-01-26 20:33:45
708,276,2016-02-01 10:04:17
119,276,2014-09-18 08:37:23
878,276,2017-01-19 15:55:49
47,277,2016-07-04 14:15:18
989,277,2016-07-02 03:36:59
710,277,2015-07-29 07:30:16
329,277,2014-02-27 06:29:42
380,277,2014-04-06 19:24:11
613,277,2016-08-01 23:32:40
861,277,2014-12-07 08:20:04
654,277,2016-03-10 19:22:19
148,277,2015-09-09 09:28:59
554,277,2015-06-26 19:58:58
323,278,2015-11-08 03:47:56
930,278,2015-11-16 18:58:40
512,278,2015-03-17 14:43:22
493,278,2017-01-02 10:13:25
158,278,2016-11-28 20:18:58
151,278,2014-11-26 06:46:34
420,278,2014-03-21 07:54:59
275,278,2015-05-26 19:35:24
888,278,2016-01-24 11:47:38
209,278,2016-07-30 18:56:40
518,278,2016-08-07 16:24:57
727,278,2017-02-18 11:53:00
856,278,2014-03-28 16:20:57
236,278,2014-06-04 05:56:42
316,278,2015-11-07 17:45:53
311,278,2017-03-30 04:55:05
574,278,2017-07-27 03:42:52
919,279,2016-04-15 04:33:02
243,279,2015-02-02 21:58:53
877,279,2016-01-13 19:21:33
761,279,2014-06-28 22:19:39
148,279,2014-10-13 16:02:19
690,279,2017-08-01 15:27:43
196,279,2016-01-14 04:05:00
26,279,2017-05-26 04:02:04
31,279,2014-10-11 15:11:42
389,279,2016-06-20 13:34:51
643,279,2014-09-14 22:38:55
348,279,2014-12-09 22:25:59
104,280,2014-11-28 17:42:11
990,280,2015-04-06 21:44:33
708,280,2015-10-19 02:41:50
613,280,2017-11-21 15:46:03
495,280,2015-01-02 19:57:50
133,280,2016-03-26 13:01:02
685,280,2016-02-15 15:30:41
801,280,2014-03-05 14:15:28
45,280,2014-01-22 20:03:23
877,280,2016-12-08 02:02:43
302,280,2015-07-01 01:48:34
746,281,2016-11-05 01:55:05
706,281,2016-06-14 18:25:28
